raw_dream,dreamer,date,processed_dream,polarity,subjectivity,dream_length,tags,symbols,cluster,dominant_topic,pca1,pca2
"(04/21/2000)[this is a dream] I think I woke up on a couch with several people I knew from school. I was still hearing music in my head from the ""dreams,"" and it wasn't completely pleasing me. I talked to Frank about it, and he asked me if I was hearing the ""beating trumpets"". For some reason, the thought of any instrument with that description- very ominous, ""beating trumpets""- frightened me. I told him yes, because he just brought it up, and he got terribly afraid, curling back in fear. The way in which he did this was actually humorous, when I think about it. He was about to run away, and I was really afraid and needed him with me at that point. I wanted to just relax and watch TV together. I didn't want to be alone so I told him, ok, I'm not hearing the sounds anymore. He came back and I asked, ""Is that music coming from the tv?"" Everyone else thought it was a dumb question. Well, actually everybody laughed, thinking I was joking. I think Warren responded that it was coming from the TV. Then I was in a building that I made out to be the ""QRS Video Store"" and tape rentals were less than $1. I had money to buy one, so I rented a video. I don't remember which one or if I even knew at the time. Next, I'm in a big, old, general or surplus store where most of the place wasn't even being used. There were a couple sections where I could buy CD's, and I'd been wanting to replace my Moxy Fruvous CD that I lost (really) so I thought I'd buy one, but wasn't sure between that and another CD I wanted. Then, on the way back, I'm with my school and we get on this floor space that turns into a whitewater raft. All of a sudden there are like 8 people on the raft, which I made to be way too much. Furthermore, they were mostly people from outside of school. We were diving into the water. They dived over me, and I thought I would drown and not be able to get enough air.",jeff,unknown,04212000this dream think woke up couch several people knew from school still hearing music head from dreams wasnt completely pleasing talked frank about he asked if hearing beating trumpets some reason thought any instrument description very ominous beating trumpets frightened told him yes because he just brought up he got terribly afraid curling back fear way which he did this actually humorous when think about he about run away really afraid needed him point wanted just relax watch tv together didnt want alone so told him ok im not hearing sounds anymore he came back asked music coming from tv everyone else thought dumb question well actually everybody laughed thinking joking think warren responded coming from tv then building made out qrs video store tape rentals less than 1 money buy one so rented video dont remember which one or if even knew time next im big old general or surplus store where most place wasnt even used there couple sections where could buy cds id wanting replace moxy fruvous cd lost really so thought id buy one wasnt sure between another cd wanted then way back im school get this floor space turns into whitewater raft all sudden there like 8 people raft which made way too much furthermore mostly people from outside school diving into water dived over thought would drown not able get enough air,0.10401234567901235,0.35668724279835395,370,"['Water', 'Social']",[],3,1,0.11134830479426511,-0.15212161735437563
"I'm outside, and there's this animal that I think to be a fox. Then I see a little dog that had been beaten up. It looked like a black lab. Then the fox took me by surprise and threw the nearly dead dog on top of me, as if he was taking us both for dead. We were both on the ground. I thought by that by that time the dog was undoubtedly dead, but found that he was still breathing and making noise. I was furious at the fox for doing this to the poor dog. There was a car trying to get through, and I carefully moved the dog to the side of the road. I really didn't think the dog would make it, and I was almost hoping for someone to put him out of his misery but I really wanted to protect the dog and was hoping that he just might be ok. I picked up the fox, who gave a good fight and had claws, but I had to get him away from the dog so he didn't hurt him any more. Then I attempted to throw the fox as far as possible. In the dream, I assumed the fox to be ok anyway, and if I threw him over a fence, he might be hurt just enough so that he didn't go after the dog anymore. Anyway, the fox didn't go as far as I expected when I threw it, and I woke up immediately after throwing the fox.",jeff,04/21/2000,im outside theres this animal think fox then see little dog beaten up looked like black lab then fox took by surprise threw nearly dead dog top as if he taking us both dead both ground thought by by time dog undoubtedly dead found he still breathing making noise furious fox doing this poor dog there car trying get through carefully moved dog side road really didnt think dog would make almost hoping someone put him out his misery really wanted protect dog hoping he just might ok picked up fox who gave good fight claws get him away from dog so he didnt hurt him any more then attempted throw fox as far as possible dream assumed fox ok anyway if threw him over fence he might hurt just enough so he didnt go after dog anymore anyway fox didnt go as far as expected when threw woke up immediately after throwing fox,0.08729166666666667,0.5341666666666667,255,['Death'],"['Animals', 'Vehicles']",1,1,-0.09443537714287392,-0.003019231258345216
"I was in Vacation State, or so I thought. I was told that this girl, who goes to my school, has a friend who calls herself Stalker Girl and ""she hates the world."" Anyway, I thought she sounded very rebellious. Then I met her. She was nothing like her friend, and she seemed extremely nice to me, different from anyone else I knew and for some reason I just had to follow her. I went outside with her. She had a friend out there, a nice guy with long hair. He told me his name but I couldn't understand what he was saying- sounded like Matthew or Mathais or something beginning with an M. She told me her name too, but I don't remember it. Then she was telling me how she hated this country and everything it consisted of. Then I told her, ""Me too, I mean I hate the country, and the government, but I love the land, I mean the land itself; the actual land is beautiful."" I think she agreed with me. Then we started running, really, really fast. All of a sudden I saw a sign. Since we were in Vacation State I expected it to say ""Welcome to the South,"" but it said ""Welcome to Ohio"". We were running extremely fast, again, at hyper-speed. I thought I saw a ""Welcome to Massachusetts"" sign, and then I saw a sign that said ""Welcome to Alaska"" and I asked her where we were going. She said, ""We're going to make a clone of you to live with us in Kansas, and you can go back home."" My first thought was The Wizard of Oz. I thought we were in a vacation state, but I guess they thought it was Kansas. Then I said ""But I don't want to go home. I want to stay with you; you don't need to clone me. I'd rather stay here with you guys."" I did, I wanted to be a part of their fun. I wanted to go over my head in their philosophy. I wouldn't have minded living there forever, but I woke up.",jeff,04/21/2000,vacation state or so thought told this girl who goes school friend who calls herself stalker girl she hates world anyway thought she sounded very rebellious then met her she nothing like her friend she seemed extremely nice different from anyone else knew some reason just follow her went outside her she friend out there nice guy long hair he told his name couldnt understand what he saying sounded like matthew or mathais or something beginning m she told her name too dont remember then she telling how she hated this country everything consisted then told her too mean hate country government love land mean land itself actual land beautiful think she agreed then started running really really fast all sudden saw sign since vacation state expected say welcome south said welcome ohio running extremely fast again hyperspeed thought saw welcome massachusetts sign then saw sign said welcome alaska asked her where going she said going make clone you live us kansas you can go back home first thought wizard oz thought vacation state guess thought kansas then said dont want go home want stay you you dont need clone id rather stay here you guys did wanted part their fun wanted go over head their philosophy wouldnt minded living there forever woke up,0.18245454545454545,0.5903333333333333,355,['Fear/Chase'],"['Animals', 'Body']",3,1,0.4524476144957754,0.20196810152314942
"I first remember being in a room which I think was a gymnasium, and there were a lot of people there. Then I remember being in a mall, or a toy store of some sort, and there was this girl I knew sitting down and doing something to her hair. I sat down and threw a couple things that were on the table onto her hair. Then, realizing that wasn't exactly what she was trying to do, I cleaned her hair and made sure there was nothing left in it. She asked me if I wanted to get dressed up, and I said I wanted to wear really bright colors and look really crazy, sort of like a motley fool. Then I remember some computers, and a few other people and I were gathered around them. And the girl I was just with- we had been slow dancing without music (the music wasn't really needed). We just sat around, and I don't know what we did. Then she left. I thought she would be gone forever. I started dancing with someone else. Then I found her again, and I just pretended that the other girl didn't exist. I told her I thought I lost her, and I was so happy to find her again, and we started dancing again. The next thing I know, my parents are letting my brother drive me home, which wasn't the best idea. First, he doesn't have a license, and second, during the ride he stood up in the driver's seat, trying to look cool or something. Then, he slowly took his seat belt off like it was some kind of dance move. I was screaming at him to let me out of the car, but he wouldn't. I couldn't think of a way to stop the car without the possibility of getting us in an accident. The next thing I know, we're at home. I told my mother what my brother was doing, and she said he'd be in trouble but didn't appear very angry. Then I saw Clarissa, a girl I go to school with, who I took to be my ex-girlfriend (in this dream). I had a feeling she was upset with me for some reason, so I didn't try to talk to her. I felt bad she was feeling that way and I wanted to know why.",jeff,04/28/2000,first remember room which think gymnasium there lot people there then remember mall or toy store some sort there this girl knew sitting down doing something her hair sat down threw couple things table onto her hair then realizing wasnt exactly what she trying do cleaned her hair made sure there nothing left she asked if wanted get dressed up said wanted wear really bright colors look really crazy sort like motley fool then remember some computers few other people gathered around girl just slow dancing without music music wasnt really needed just sat around dont know what did then she left thought she would gone forever started dancing someone else then found her again just pretended other girl didnt exist told her thought lost her so happy find her again started dancing again next thing know parents letting brother drive home which wasnt best idea first he doesnt license second during ride he stood up drivers seat trying look cool or something then he slowly took his seat belt off like some kind dance move screaming him let out car he wouldnt couldnt think way stop car without possibility getting us accident next thing know home told mother what brother doing she said hed trouble didnt appear very angry then saw clarissa girl go school who took exgirlfriend this dream feeling she upset some reason so didnt try talk her felt bad she feeling way wanted know why,0.07366255144032924,0.42777777777777776,396,"['Water', 'Social']","['Family', 'Vehicles', 'Body']",3,1,0.44258283133923465,0.06125287691116287
"I was walking through the woods, or at least on the edge of a forest. There were some people there, and some girl put her arm around my back and said hi- at that point, I knew who it was without even looking. I remembered her from ""the previous year"" but then I thought about how quickly a year went by.  I just knew I'd met her the year before, and then I realized how it didn't seem like a year since the last time I'd seen her. There were a bunch of people going whitewater rafting, and I was one of them- but this girl told me she had something better and to follow her. She started running, and I followed her. We went up on the rocks next to the river, and as soon as I saw whitewater people on the water catching up, I started running- I was afraid of what they'd do to us. I think I thought we were in some Asian communist country or something. The land reminded me of Asia, and they were trying to force us all to go whitewater rafting. I was afraid they'd catch us after we ran away from the rafting group. Then I think this girl either disappeared or turned into a boy. Anyway, I think ""he"" showed me a book written by a former Prep Academy student, so I started reading it, and I was very impressed with it. I wanted to show everyone what a great book it was. Then I felt like we were in a movie that was being taped about Prep Academy. I remember taping certain things about Prep Academy- for example, we were in the water and we were splashing the water saying THIS is Prep Academy, and laughing.",jeff,04/29/2000,walking through woods or least edge forest there some people there some girl put her arm around back said hi point knew who without even looking remembered her from previous year then thought about how quickly year went by just knew id met her year before then realized how didnt seem like year since last time id seen her there bunch people going whitewater rafting one this girl told she something better follow her she started running followed her went up rocks next river as soon as saw whitewater people water catching up started running afraid what theyd do us think thought some asian communist country or something land reminded asia trying force us all go whitewater rafting afraid theyd catch us after ran away from rafting group then think this girl either disappeared or turned into boy anyway think he showed book written by former prep academy student so started reading very impressed wanted show everyone what great book then felt like movie taped about prep academy remember taping certain things about prep academy example water splashing water saying this prep academy laughing,0.11873015873015873,0.44365079365079363,297,"['Anxiety', 'Fear/Chase', 'Water', 'Social']","['Animals', 'Nature']",3,1,0.3328252181182733,-0.08640212789547279
"Disease Room  I am with my friend Kevin in a small room with a long rectangular table. There is a television in an upper corner of the room. It is on. My classmate Ned Stallone is a security guard. He walks by, stops, and enters. He has a mask over his mouth. I think there is a disease somewhere. It may be in our room, or somewhere else. There is a boy sitting at a table with us. He's eating a huge bowl of fruit and ice cream, which came in rectangular chunks. Ned tells us to meet at 8:30 in Major Hall Dormitory.",kenneth,01/04/1996,disease room friend kevin small room long rectangular table there television upper corner room classmate ned stallone security guard he walks by stops enters he mask over his mouth think there disease somewhere may our room or somewhere else there boy sitting table us hes eating huge bowl fruit ice cream which came rectangular chunks ned tells us meet 830 major hall dormitory,0.032499999999999994,0.44000000000000006,104,['Water'],[],1,1,-0.13087098322694538,0.018213192820519718
"Grade Preview  I am with Larry Rollie and we're driving in Kevin's car to a cabin where my dad and Lisa are. We drive past a bar called the High Life. Nan Lawson and his friend are there with my dad and Lisa, and they're all swimming. We park the car. By the time it's parked, they're done swimming and are walking up towards the cabin. My dad says jokingly, with his characteristic laugh, that he's sorry I didn't do as well as I wanted. He thinks I've already found out my grades, but I haven't. Then I realize the school has sent my grades home and my dad knows what I got. I ask him. He tells me I got 12 points, meaning 4 B's, with 3.0 grade points for each. I go nuts. I fall on the ground and swear and hit the grass with my fists. I'm pissed off. My friend Esther Thurman's car is there. I'm on the ground next to it. Esther and my friend Marybeth Neumann come to console me. Part of my anger is acting. My old basketball teammate Carl Everson is there. I ask him if he can relate to my dilemma, because he did really well in high school. He says that college is harder.",kenneth,01/04/1996,grade preview larry rollie driving kevins car cabin where dad lisa drive past bar called high life nan lawson his friend there dad lisa theyre all swimming park car by time its parked theyre done swimming walking up towards cabin dad says jokingly his characteristic laugh hes sorry didnt do as well as wanted he thinks ive already found out grades havent then realize school sent grades home dad knows what got ask him he tells got 12 points meaning 4 bs 30 grade points each go nuts fall ground swear hit grass fists im pissed off friend esther thurmans car there im ground next esther friend marybeth neumann come console part anger acting old basketball teammate carl everson there ask him if he can relate dilemma because he did really well high school he says college harder,-0.05805555555555555,0.2913888888888889,214,"['Anxiety', 'Water']","['Family', 'Vehicles']",1,1,-0.16454607445182487,0.13546897221684692
"Lake By Terrace Green  I am going fishing with my friend Tiny Combs at the lake by the Terrace Green supper club near Wilmerton. We drive over the bridge and one of us motions to the spot where we are going to meet later. I realize it's getting dark and that I don't have lights for my boat. Tiny says he has some lights. I tell him we need different colored lights: one red, one white, and one blue. He says he has something that will work. We put the boat in. Once it's in I'm having major trouble steering. I want to go backwards, but I can't control the motor. The boat keeps going in circles, and I get frustrated. The motor is still running, and I pick it up off the back of the boat. The prop is tilted so to propel the boat downwards. I go underwater. My clothes are heavy. I am wearing flippers, and still holding the motor. Something tells me to kick my feet and I will go the surface. I do, but I don't see the surface. I want to turn the motor to propel me up. I don't feel any panic. I may realize I'm dreaming, but nothing becomes of it.",kenneth,01/04/1996,lake by terrace green going fishing friend tiny combs lake by terrace green supper club near wilmerton drive over bridge one us motions spot where going meet later realize its getting dark dont lights boat tiny says he some lights tell him need different colored lights one red one white one blue he says he something will work put boat once its im having major trouble steering want go backwards cant control motor boat keeps going circles get frustrated motor still running pick up off back boat prop tilted so propel boat downwards go underwater clothes heavy wearing flippers still holding motor something tells kick feet will go surface do dont see surface want turn motor propel up dont feel any panic may realize im dreaming nothing becomes,-0.09296875,0.28125,209,"['Anxiety', 'Fear/Chase', 'Water']","['Animals', 'Body']",0,1,-0.17558439417755003,0.088184651749347
"Sunglasses  I am in a room with some long tables covered with white tablecloths. The tables are set for some type of dinner. There is a man there with slick sunglasses. I have my two pairs of sunglasses. I leave them on the table. He looks at them and tries them on, but doesn't like them.",kenneth,01/05/1996,sunglasses room some long tables covered white tablecloths tables set some type dinner there man there slick sunglasses two pairs sunglasses leave table he looks tries doesnt like,-0.1,0.29375,56,['Uncategorized'],[],1,1,-0.14585690903494578,0.017209113225699835
"Water Tower  Stephen and I are at our college, Brimson, but it's different. There is a sloping hill and a Tom Thumb store. We are throwing or shooting firecrackers. We throw one at a kid. He tosses it inside a nearby building, through a little hole. It blows up, breaking down the wall of the building. Stephen and I go into a small door. The room we go into is large and bare. It's painted completely blue with rust patches all over. The room is then the top of a mushroom cloud water tower. Gino Teavor is there. There is a door on the other side of the room, straight across from the door we entered. I go to the far door and carefully peer out. It is a long way to the ground. I lay down and put my head out the doorway. There is another building with an old blue rusted top. I look out the other door. There is a police car below with its lights on. I look below my feet. There is a grate with rung steps going down the center of the water tower. Outside there is a rope going down the side of the tower. If I go outside the police might shoot me. So I take the grate off and start climbing down, going as fast as I can. I don't know if Stephen or Gino follow. When I get to the bottom of the tower, I fight with a fat police officer. I think the other officer is hurt. Stephen and Gino aren't there, or they are bystanders. I throw a hollow metal tube about 6 feet long at this officer. I miss. He throws it back, and I dodge it. He jumps up as I swing, and it goes under his feet.",kenneth,01/05/1996,water tower stephen our college brimson its different there sloping hill tom thumb store throwing or shooting firecrackers throw one kid he tosses inside nearby building through little hole blows up breaking down wall building stephen go into small door room go into large bare its painted completely blue rust patches all over room then top mushroom cloud water tower gino teavor there there door other side room straight across from door entered go far door carefully peer out long way ground lay down put head out doorway there another building old blue rusted top look out other door there police car below its lights look below feet there grate rung steps going down center water tower outside there rope going down side tower if go outside police might shoot so take grate off start climbing down going as fast as can dont know if stephen or gino follow when get bottom tower fight fat police officer think other officer hurt stephen gino arent there or bystanders throw hollow metal tube about 6 feet long this officer miss he throws back dodge he jumps up as swing goes under his feet,-0.004344553913519433,0.3464833059660647,302,['Water'],['Vehicles'],1,1,-0.1329158365719671,-0.08258404473919187
"The Grease Pit  I go to the Grease Pit to see my friend Matt and get some food. I walk up to the place from outside and say ""hey"" to Matt. He says ""hey"" back. I see a lady in a white shirt that I think is his supervisor. Then I'm inside the building. Matt and I talk and he asks me if I want any food. I don't know if he means free food, like usual, or not, since the lady is there. She is frying mushrooms in a fryer instead of French Fries. There is a line up of cars but neither of them are doing much. They take one order and I hand it to a guy through he drive up window after about five minutes. The man is angry and asks me a question. I answer honestly and he speeds around the building to ask the white-skirted lady the same question, only to get the same answer. Matt and I talk about trading subs for burgers, but I don't know what kind, or what size, sub I have. They are closing, and the woman is sweeping the floor in back. The cars are still lined up.",kenneth,01/06/1996,grease pit go grease pit see friend matt get some food walk up place from outside say hey matt he says hey back see lady white shirt think his supervisor then im inside building matt talk he asks if want any food dont know if he means free food like usual or not since lady there she frying mushrooms fryer instead french fries there line up cars neither doing much take one order hand guy through he drive up window after about five minutes man angry asks question answer honestly he speeds around building ask whiteskirted lady same question only get same answer matt talk about trading subs burgers dont know what kind or what size sub closing woman sweeping floor back cars still lined up,0.075,0.3821428571428571,200,['Uncategorized'],"['Vehicles', 'Body']",1,1,-0.02994365272977138,0.11544943698751176
"Grandma's Apples  I'm at grandma Redding's house, in the kitchen with both grandma and grandpa. Grandpa is slicing apples into a pie. They're brown and soggy, but crispy when you bite into them. I'm eating an apple. Grandpa says something about a chicken defecating on its chicks in some class he took. I identify with him, saying I took a class nearly the same, but nothing happened with chickens. I walk past the entrance of grandma and grandpa's room. The door is open and the bed is shaggily made: grandpa is getting older and doesn't bother to tuck in the edges. My mom walks out of the entrance hall into their room. She is wearing only a sweater. It goes down over her hips. It looks like she is wearing only that. She asks grandma and grandpa to borrow a pair of pants, because she's cold. I say she can borrow on of mine, that I'll have one that will fit. My mom is running in a race later that night.",kenneth,01/06/1996,grandmas apples im grandma reddings house kitchen both grandma grandpa grandpa slicing apples into pie theyre brown soggy crispy when you bite into im eating apple grandpa says something about chicken defecating its chicks some class he took identify him saying took class nearly same nothing happened chickens walk past entrance grandma grandpas room door open bed shaggily made grandpa getting older doesnt bother tuck edges mom walks out entrance hall into their room she wearing only sweater goes down over her hips looks like she wearing only she asks grandma grandpa borrow pair pants because shes cold say she can borrow mine ill one will fit mom running race later night,-0.07824074074074075,0.5206018518518519,171,"['Anxiety', 'Fear/Chase']","['Animals', 'Family']",4,1,0.05412399317900348,0.22081625638595534
"Run Stairs  I decide I want to strengthen my knee muscles by running stairs in my dormitory, Franklin Hall. So I do. The stairs area all wooden and get narrower as you get towards the top. It's hard to even squeeze through some places because it's so narrow. I get to the top. The building is swaying side to side. I know I'm on the 4th floor and it's swaying the most here. It is not swaying as much on the 3rd floor. The wooden floor is like grandpa and grandma's old upstairs hallway. It's 2:00am, and there are people crashed on the floor because they're drunk. I step over them. There is a head master lady, who is an old Russian woman sitting at a desk. I think she's drunk. I enter a door after I pass the Russian lady. I am in grandma Redding's old plant room. There is a kid there who plays soccer; Kevin Nielson I think, and I think he's drunk too. He tells me he saw me score a goal. I tell him I don't play soccer. We are down by the exit door to the plant room, and we go outside. There is a pack or bunch of wolf-like dogs outside. They start chasing Kevin. I yell at the dogs. They turn toward me and I run. I am ready to kick the dog coming directly towards me when it jumps at me, but it doesn't jump. All the dogs come close and are snarling at me, ready to attack. I wake up, but am not really afraid.",kenneth,01/06/1996,run stairs decide want strengthen knee muscles by running stairs dormitory franklin hall so do stairs area all wooden get narrower as you get towards top its hard even squeeze through some places because its so narrow get top building swaying side side know im 4th floor its swaying most here not swaying as much 3rd floor wooden floor like grandpa grandmas old upstairs hallway its 200am there people crashed floor because theyre drunk step over there head master lady who old russian woman sitting desk think shes drunk enter door after pass russian lady grandma reddings old plant room there kid there who plays soccer kevin nielson think think hes drunk too he tells he saw score goal tell him dont play soccer down by exit door plant room go outside there pack or bunch wolflike dogs outside start chasing kevin yell dogs turn toward run ready kick dog coming directly towards when jumps doesnt jump all dogs come close snarling ready attack wake up not really afraid,0.02719907407407407,0.37210648148148145,265,"['Fear/Chase', 'Social']",['Animals'],1,1,-0.07052484318978604,-0.08698411157118856
"Hannah at BCU  I'm in my talking to Hannah Reed on the telephone. We talk about her school, BCU. A coach of hers is quitting, but is going to help her cheat somehow. In a stern voice I say, ""Hannah"". I ask her if she has had sex. She is surprised and laughs a little, saying, ""What???!"", but then concedes that she has. She says something about giving all her male friends fellatio. I think to myself that she never gave me fellatio.",kenneth,01/06/1996,hannah bcu im talking hannah reed telephone talk about her school bcu coach hers quitting going help her cheat somehow stern voice say hannah ask her if she sex she surprised laughs little saying what then concedes she she says something about giving all her male friends fellatio think myself she never gave fellatio,-0.04479166666666667,0.5,83,['Social'],[],4,1,0.442935962010944,0.4073355483596336
"Hilary's Mother  I'm at my house in Oak Valley. The lights are off, and it's nearly dark outside. I'm on my uncle Vev Redding's bed. There is a CD in. It's Bob Mould's Black Sheets of Rain playing, but it's sort of a mix. On the CD there is the shape of the Hot Wheels logo, with words on it. I think it says Bob Mould, but I'm not sure. I'm going to masturbate lying on the bed. The phone rings. I go to pick it up. It's Hilary Nano's mother. My friend Simon Naver picks up the phone from the basement. He's either really drunk or stoned. I think he's hung over. I tell Simon that he's at my house, that this is Kenneth (speaking). He hangs up. Hilary's mother is worried and asks where she is. I tell her they left a while ago, and Hilary should be home in a couple hours. The other phone lines keep ringing. I hear them in the basement, and keep clicking over to answer the calls. It's my sister Heather or her friends. They're distracting me from talking to Hilary's mother. When I click back, Hilary's brother says hi. They are worried about her.",kenneth,01/07/1996,hilarys mother im house oak valley lights off its nearly dark outside im uncle vev reddings bed there cd its bob moulds black sheets rain playing its sort mix cd there shape hot wheels logo words think says bob mould im not sure im going masturbate lying bed phone rings go pick up its hilary nanos mother friend simon naver picks up phone from basement hes either really drunk or stoned think hes hung over tell simon hes house this kenneth speaking he hangs up hilarys mother worried asks where she tell her left while ago hilary should home couple hours other phone lines keep ringing hear basement keep clicking over answer calls its sister heather or her friends theyre distracting from talking hilarys mother when click back hilarys brother says hi worried about her,-0.10462962962962963,0.4441358024691358,203,['Social'],['Family'],2,1,0.046147295289893815,0.09452249702241534
"Checkpoint  I'm at the Uptown shopping mall and I buy a big brown short-sleeved shirt with some strips on it. I go out the JC Penny back doors. I ride in a car with a family. There is a lady driving with an infant on her lap. Two girls are in the back with me. A boy is in the front passenger side. We go by the liquor store. The baby kisses its mother, using its tongue. The mother kisses back, with tongue. At the corner of Main Street and Oak Avenue we are stopped. On the corner there where Nantucket's furniture store is there is a checkpoint. They are checking for a disease or a problem. I know I have been to this place before in a previous dream. They take my photograph while telling me to look at a small black plastic card with some numbers on it. I am sitting across from a woman who has blue hair. Her hair is short, and in a messy, dreadlock-type look, all bunched up in places, pinched together. She has fishhooks all over her head and in her ears. They are stuck in her hair. I think of telling her that once I pierce my ears with fishhooks, but I don't. The workers there want to turn on a television. The radio is already playing. They give me an identification card. It's black and white and fuzzy. The photo on the card isn't me. The name on the card isn't mine. There is a sort of code on the back, like a UPC code, I think that is where the cardholder information is.",kenneth,01/07/1996,checkpoint im uptown shopping mall buy big brown shortsleeved shirt some strips go out jc penny back doors ride car family there lady driving infant her lap two girls back boy front passenger side go by liquor store baby kisses its mother using its tongue mother kisses back tongue corner main street oak avenue stopped corner there where nantuckets furniture store there checkpoint checking disease or problem know this place before previous dream take photograph while telling look small black plastic card some numbers sitting across from woman who blue hair her hair short messy dreadlocktype look all bunched up places pinched together she fishhooks all over her head her ears stuck her hair think telling her once pierce ears fishhooks dont workers there want turn television radio already playing give identification card its black white fuzzy photo card isnt name card isnt mine there sort code back like upc code think where cardholder information,-0.055952380952380955,0.1904761904761905,273,"['Water', 'Social']","['Animals', 'Family', 'Vehicles', 'Nature', 'Body']",1,1,0.1149129701881476,0.11864689395168214
Orion  I am biking on my old little red Huffy bike down 26th Ave in Wilmerton towards Scott Junior High. It's nearly pitch black and the stars are marvelous. I can't see the road at all and am worried that I'll hit a big pothole and flip over. But I'm not paying attention to the road anyways. I cross Roundabout Way and as I do Elise Rooks drives by in her blue car. I want to yell to her but I don't. I think about going out to my girlfriend Annie's house even though I know she's at school. I can see the constellation Orion really well.,kenneth,01/07/1996,orion biking old little red huffy bike down 26th ave wilmerton towards scott junior high its nearly pitch black stars marvelous cant see road all worried ill hit big pothole flip over im not paying attention road anyways cross roundabout way as do elise rooks drives by her blue car want yell her dont think about going out girlfriend annies house even though know shes school can see constellation orion really well,0.08752314814814816,0.31351851851851853,107,['Uncategorized'],['Vehicles'],1,1,-0.026941876926961834,0.11212702830951927
"Underground Garden  I'm with my brother Wally in my dad's car driving to my dad's house. It's a different house. It's dark and Wally is driving down the alley. There is snow and snow banks on the ground. Wally starts turning the car around in weird directions. I ask him what he's doing, but then he pulls into the driveway perfectly. We get out of the car. It's daytime and there is no snow on the ground: it's summer. I walk from the driveway onto the grass. Wally warns me to not walk there, but I do anyway. I fall through the grass, which is actually a thin covering for my dad and Lisa's underground greenhouse-type area. My dad and Wally also fall through. They yell and scream at me in their characteristic ways, saying they warned me and that it's my fault. This is true: I didn't heed the warning. The greenhouse is about four feet deep, and there are wooden 2x4's supporting the grass above in various places. The spot that we fell through is a portion of this area. There is an old dirty window with a lot of yellow jacket bees swarming and crawling on it. There are some broken boards from where we fell, and I try to fix them. We can't really stand up because we'd break the grass ""roof"" again. Lisa comes out of the house. I think she is mixing cookie dough. She is mad, but of course, doesn't really show her anger.",kenneth,01/07/1996,underground garden im brother wally dads car driving dads house its different house its dark wally driving down alley there snow snow banks ground wally starts turning car around weird directions ask him what hes doing then he pulls into driveway perfectly get out car its daytime there no snow ground its summer walk from driveway onto grass wally warns not walk there do anyway fall through grass which actually thin covering dad lisas underground greenhousetype area dad wally also fall through yell scream their characteristic ways saying warned its fault this true didnt heed warning greenhouse about four feet deep there wooden 2x4s supporting grass above various places spot fell through portion this area there old dirty window lot yellow jacket bees swarming crawling there some broken boards from where fell try fix cant really stand up because wed break grass roof again lisa comes out house think she mixing cookie dough she mad course doesnt really show her anger,-0.0712962962962963,0.45264550264550263,251,['Uncategorized'],"['Family', 'Vehicles', 'Nature']",1,1,-0.03870180558058871,0.10907977904883523
"Bike Ride into Perkins  I ride a bike into a Perkins restaurant. I dodge a table and brush up against a lady on the end. I stop my bike in a corner of the restaurant. There are many people from my high school, a year younger than I, that are there. As I get off my bike they notice my short hair. We joke and engage in small talk. I say that I have to go talk to Annie. I walk down a little ramp and over to a booth where my girlfriend Annie, friends Nelson Eastman, Simon Naver, and others are. I shake Nelson and Simon's hand, asking how its' going. Then I slide into the booth, which is a semicircle, and sit next to Annie. I kiss her and she kisses me. I feel awkward kissing her in front of everyone. She starts kissing and licking on my left ear. It feels good. I kiss her neck and mouth. We pause; I think I should order food. The waitress hands us menus. Everyone orders, I am last. I can't decide what to get, and then think that I want the Blockbuster. I turn to the menu page on the menu where it is, but see that when you order it you get a hamburger, not pancakes, eggs, and hash browns. I see that and don't want it. I think I may have ordered the breakfast blockbuster, but I don't know.",kenneth,01/08/1996,bike ride into perkins ride bike into perkins restaurant dodge table brush up against lady end stop bike corner restaurant there many people from high school year younger than there as get off bike notice short hair joke engage small talk say go talk annie walk down little ramp over booth where girlfriend annie friends nelson eastman simon naver others shake nelson simons hand asking how its going then slide into booth which semicircle sit next annie kiss her she kisses feel awkward kissing her front everyone she starts kissing licking left ear feels good kiss her neck mouth pause think should order food waitress hands us menus everyone orders last cant decide what get then think want blockbuster turn menu page menu where see when you order you get hamburger not pancakes eggs hash browns see dont want think may ordered breakfast blockbuster dont know,0.013912037037037037,0.3496296296296297,242,['Social'],"['Vehicles', 'Body']",0,1,0.0802743027830978,0.11647527375974422
